AELNORSU;LUESNORA
EFGIJRRØ;FRIGJØRE
AEFIKRRR;FRIKARER
FJKNNOSU;FUNKSJON
FILPRSUU;FURUSLIP
DEEEFMNØ;FØDEEMNE
EFIRSVVØ;FØRESVIV
AAGGKLTØ;GAGATKØL
AEEGGLLV;GALLEVEG
AAGKSSTÅ;GASSTÅKA
AAGGINUV;GAUVINGA
AEGGIINP;GEIPINGA
DDEEEGLR;GELEDDER
EEGGLNOO;GEOLOGEN
EFGGHITU;GIFTEHUG
AFFGIRTØ;GIFTFRØA
FGIJLMTØ;GIFTMJØL
AGGIIMNS;GIMSINGA
GIJLMPSØ;GIPSMJØL
AEGGJKLØ;GJØKEGAL
EGGIILMN;GLEIMING
ADGGIILN;GLIDINGA
GGIKLNNU;GLUNKING
GIKKLPTY;GLYPTIKK
GLMMOSTØ;GLØMSOMT
AGGILNPÅ;GLÅPINGA
DDEGIILN;GNIDEILD
ADGJKOPØ;GODKJØPA
AGHLLMOV;GOLVHALM HALMGOLV
AAGHLLRV;GRAVHALL
EGNORRVV;GROVVERN
GGINNRTY;GRYNTING
GGINRSSØ;GRØSSING
DEGRRSSÅ;GRÅDRESS
EGGINNRÅ;GRÅINGEN GÅRINGEN ÅGRINGEN
EGHLLRUÅ;GULLHÅER
GKOOPRSY;GYROSKOP
AGGINNSY;GYSNINGA SYNGINGA
EGLLMRÅØ;GÅMØLLER
AGGHLNPU;HAGLPUNG
AEFHIINN;HAIFINNE
AEEGHHLN;HALEHENG
AEFHILPP;HALFPIPE
AAHKLLSV;HALLVASK
AHLLMSTÅ;HALMSTÅL
AEHHLSTV;HALVHEST
AAGHIJMN;HAMINGJA
AEHMMRTÅ;HAMMERTÅ
AADHNNRY;HANNDYRA
EEHIMMSU;HEIMEMUS
EEEHLMRR;HELERMER
EEEGHLNN;HELGENEN
EEHLLOSS;HELSESLO
EEGHILMM;HEMMELIG
EEEHRRTV;HEVERTER
EGHIIKNN;HIKINGEN
DEHIINSS;HINSIDES
AEHJKLLM;HJEMKALL
DEEEHJRT;HJERTEDE
AHJLLSTU;HJULLAST
ADFGHOOR;HODOGRAF
AGGHORSÅ;HOGGSÅRA
EHILLOOR;HOLLOIER
DEEHMMNO;HOMMENDE
AGHINOPP;HOPPINGA
ADFHILLU;HUDFILLA
DEFHKKLU;HUDFLEKK
BEGGHILU;HUGGEBIL
BEEHLRUU;HULEBUER
HLPSTUYØ;HULSTØYP
EEHLMNUU;HUMULENE
EFHJLSUØ;HUSEFJØL
AAGHLSSU;HUSSALGA
EHNNRSUU;HUSURNEN
AHIKLTVV;HVITKVAL KVITHVAL
AEGGHMTY;HYGGEMAT
DEGHLRÆØ;HÆGDØLER HØGLÆRDE
DEHLRSÅÆ;HÆRESÅLD
AEHMRSSÆ;HÆRMASSE
AEHKMRRÆ;HÆRMERKA
EGHORTTÆ;HÆRTOGET
EEGHMSSØ;HØGMESSE
ABEHNNYØ;HØYBANEN
BEHNRYÅØ;HØYBÅREN HØYBÅRNE
DEHORRYØ;HØYDEROR
EGHINNYØ;HØYINGEN
EHIKKRYØ;HØYKIRKE
EHMSTTYØ;HØYSTEMT
EHMOPTYØ;HØYTEMPO
EGHLNYÅØ;HÅLØYGEN
ADHKKNTÅ;HÅNDTAKK
DEHKKORÅ;HÅRDOKKE
BFGIILSU;IBISFUGL
EIILLNNS;ILLSINNE
EEIIMPRR;IMPERIER
IIJNRSUØ;INJURIØS
EGIINNTT;INNGITTE TITINGEN
DEEINNNS;INNSENDE
AEINNTTT;INNTATTE
EEGINNNT;INNTEGNE TENINGEN
DEINNNRU;INNUNDER
AEIINSVV;INVASIVE
EEIIRRSS;IRISERES
DDEEGIJS;ISGJEDDE
EIIKKRRS;ISKIRKER
AEIMNSSS;ISMASSEN
IOOPRSST;ISOSPORT
EGGIIPRS;ISPIGGER
AIIMPRSS;ISPRISMA
EEIMMSST;ISTEMMES
DDEIIRSV;ISVIDDER
AAJKMNNT;JAKTMANN
AAJKPRTT;JAKTPRAT
AADIJKTT;JAKTTIDA
ADEEJMMN;JAMMENDE
AEEEJKNN;JENKAENE
DEEJNPVY;JEVNDYPE
BBEEIJNR;JIBBEREN JIBBERNE
ABBIJKNR;JIBBKRAN
BDJNNORU;JORDBUNN
DEJORTVÆ;JORDVÆTE
AEJKKLMØ;JØKELKAM
AEHJKKLU;KAKEHJUL
AKKLLRSÅ;KALKSLÅR
AGIKNNNT;KANTNING
ABEIKNNN;KINNBENA
DEEIKPPV;KIPPEVED
AEIKNNOW;KIWANOEN
EEEJKRRT;KJERRETE
AEEJKKMV;KJEVEKAM
EEEJKMRV;KJEVEREM
BDEJKRTÆ;KJÆRBEDT
GIJKLNNØ;KJØLNING
JKLOPSVØ;KJØPSLOV
IKLRSSVÆ;KLISSVÆR
AHKLLOSS;KLOSSHAL
BBGIKLNU;KLUBBING
ABBEEKNN;KNABBENE
EEKKKNRT;KNEKKERT
AGIIKNNP;KNIPINGA PINKINGA
GGHIKNOV;KNIVHOGG
AFKKOORT;KOFAKTOR
AEKMNNNO;KONEMANN
ABKKLOOR;KORALBOK
AEIKKKOR;KORKEIKA
EFFIKRRT;KREFTFRI
GIIKRSSV;KRIGSVIS
EEKOPPRR;KROPPERE
BEEEKNNU;KUBENENE
DEEHKNUU;KUHUDENE
KLNOOPUV;KUPOLOVN
EGIIKKNV;KVEIKING
GIIKNNTV;KVITNING
EEKKSSTY;KYSKESTE KYSSEKTE
EKKLLRUØ;KØLLUKER LUKEKLØR
EKLNRTÅÅ;KÅLRÅTEN
AAFGLOOT;LAGFOTOA
DDEEKLMY;LEDDMYKE
ADDEKKLU;LEDDUKKA
DEEEGGLN;LEGGENDE NEDLEGGE
EEEHKKLR;LEHEKKER
EEEFKLLT;LEKEFELT
EEELLMRV;LEVERMEL
DEEELLNV;LEVLENDE VELLENDE
DEGGIILT;LIGGETID
BEEIKKLL;LIKBLEKE
EIJLLNNO;LINOLJEN
EEILLNNÅ;LINÅLENE
AGIILLSV;LIVSALIG
ACELOORV;LOCOVARE
DDELORRØ;LODDERØR
ELMORRVÆ;LOMVÆRER
EFLOPPRØ;LOPPEFRØ
AAKLORVV;LOVKRAVA
EFLRTTTU;LUFTRETT
AAFLPTTU;LUFTTAPA
EEFJLLSU;LUSEFJEL
DEFILLMY;LYDFILME
ADKLNPPY;LYDKNAPP
EGGILNNY;LYGINGEN
BDEKKLUY;LYKKEBUD
BEGLLSYØ;LYSBØLGE
EKKLOSSY;LYSKOKES
ABELLSSY;LYSSABEL
ELLNRSÅÆ;LÆRSÅLEN
AKLPPSUØ;LØKSUPPA
AELPPRRØ;LØPERPAR
DJLORSSØ;LØSSJORD
BDELLOVØ;LØVEBLOD
EELRTVØØ;LØVEØRET
AELNTTTÅ;LÅNTATTE
ALPRSSYÅ;LÅSSPRAY
AEGMMNNU;MAGEMUNN MAGNUMEN
AADGIILM;MAIGILDA
AEEILLMM;MALMLEIE
AAKMNNSS;MANNSSAK
AALLMNNT;MANNTALL
AEEKMRRR;MARKERER
AAFIMMRT;MATFIRMA
ABBKLMTU;MATKLUBB
DEGGIMNÅ;MEDGÅING
EEKLLMPY;MELKLYPE
EFFKLMSU;MELSKUFF
DEEEGMNN;MENGDENE
CEEILLMR;MICELLER
EIKKMNPÅ;MINKKÅPE
EIMNTTTU;MINUTTET
EIMMRSTÆ;MISMÆTER
IIMRSSTV;MISTRIVS
IILMSTTV;MISTVILT
AAJLMRVØ;MJØLVARA
AEHKMORW;MOHAWKER
EEGMNNOO;MONGOENE
IKLMNNOO;MONOKLIN
BEMORRTÆ;MORBÆRET
EEMOSTTT;MOTSETTE TOSTEMTE
EGGIMNNU;MUGINGEN
AGIMMNPU;MUMPINGA
BIMNNTTU;MUNNBITT
AHLLMRUY;MYRHULLA
EMMRSTTY;MYRSMETT
EELLMTTØ;MØLLETTE
DEHMORRÅ;MÅRHODER
ABMNOOTT;NABOTOMT
ADEENNPP;NAPPENDE
AAEINRRR;NARRERIA
AEGINNNU;NAUINGEN
ABBEGINN;NEBBINGA
EEHNSTTT;NETTHETS
EEENNOTT;NETTOENE
EENNTTYØ;NETTØYNE
EENNNORU;NEURONEN
BDEGIINN;NIBEDING
GIIKNNRØ;NIRØKING
EINNNOSU;NONIUSEN
EGGHNTUY;NYHUGGET
AGLNOPPY;NYOPPLAG
AAGLNRRÆ;NÆRLAGRA
DNOPPSTØ;NØDSTOPP
DEFLLNUÅ;NÅDEFULL ÅNDFULLE
EKKLOOSV;OKSEKLOV
ABKOOSST;OKTOBASS
BEEJKKLO;OLJEBEKK
AAEGJLLO;OLJELAGA
EKLMMOPU;OMKUMPLE
AKKMOOST;OMSTOKKA
DDEEMOTY;OMTYDEDE
ABELLOPÅ;OPALBLÅE
IMOPRSUU;OPIUMRUS
BKOPPRTU;OPPBRUKT
ADOPPRTT;OPPDRATT
ELOPPSST;OPPLESST
DEELOPPV;OPPLEVDE
ENOOPPRT;OPPONERT
AAMOPPRS;OPPRAMSA
EENNOPPT;OPPTENNE
EOPPRRTU;OPPTURER
AIMMOPTU;OPTIMUMA
AEHNORRR;ORRHANER
BEGGORVY;OVERBYGG
DEGOORRV;OVERDROG
ADEEFFNP;PAFFENDE
AEILNNNP;PANNELIN
AEEELNPP;PAPELENE
AAKNPPSU;PAPUANSK
AIOPRTTT;PAROTITT
AFIIPRRT;PARTIFRI
ACDEEHPT;PATCHEDE
AHILPSSY;PHYSALIS
ADHIKKOP;PIKKHODA
IOPRRTTØ;PITOTRØR
DEOPRRTÆ;PODETRÆR
EGGINNOP;POGINGEN
HMOPSTTU;POSTHUMT
AGOOPSTT;POSTTOGA
IINPRSVÅ;PRISNIVÅ
AAIPRRSS;PRISRASA
BEPRRUVØ;PRØVEBUR
DEEMNPPU;PUMPENDE
AADGNNPU;PUNGANDA
IIKNPRRU;PURINRIK
AADNPTTY;PYTTANDA
AEEKKPRÆ;PÆREKAKE
BDEENPYÅ;PÅBYENDE
DEPRTTYÅ;PÅDYTTER
EGGILPTÅ;PÅLIGGET
EKNPSSÅØ;PÅSKESNØ
EMPRRSÅØ;PÅSMØRER
AEKRRRTØ;RAKØRRET TAKRØRER
AAHMRSSV;RAMHVASS
AAANRSTT;RASNATTA
AERRRSTT;RASTRERT
EIMORRRS;RIMROSER
EIKLRRRU;RIRKULER
BIJKRRSØ;RISBJØRK
AEKORRRV;RORKRAVE
DEEHRRUÅ;RUHÅREDE
BNRRSTUU;RUSTBRUN
DDEENRRY;RYDDEREN RYDDERNE
AADGRRVØ;RØDGARVA VARDØGRA
ADLMRRYÅ;RÅDYRLAM
CENORRSÅ;RÅSCOREN
EKKRRSUÅ;RÅSUKKER SUKKERÅR
EKRRTTÅØ;RÅTØRKET
AAKMSSTT;SAMSKATT SMAKSATT
AAKKMSTY;SAMTYKKA
AAADGLNS;SANDLAGA
AJKNNOSS;SANKSJON
CEHNOPSU;SCHUPOEN
EEFIIKSS;SEIFISKE
AELLLRSU;SELLULAR
ELLSSTVØ;SELVLØST
AEKLSSVV;SELVVASK
EEELMMNS;SEMMELEN SLEMMENE
EEENNSST;SENNESTE
EEJNNOSS;SESJONEN
GIILNOOS;SINOLOGI
EFIOSTTT;SITTEFOT
EEEFGJLS;SJEFLEGE
JKLOSSTØ;SJØLKOST
ADJKLSSØ;SJØLSKAD
EIJLSSVØ;SJØLVISE
AJKSSTUØ;SJØSKUTA
EEJNSSVØ;SJØVESEN
AADEKKSS;SKADESAK
AAGKLSUU;SKAUUGLA
AAKRSSVÅ;SKAVSÅRA
BEIKKSSU;SKIBUKSE USBEKISK
EEJKNPPS;SKJEPPEN
EJKNSSVY;SKJEVSYN
DEJKSVYØ;SKJEVØYD
DGKOOSTT;SKOGDOTT
AAFGGKOS;SKOGFAGA
DGJKOORS;SKOGJORD
EEKSTTTV;SKVETTET
BDKKLOSY;SKYLDBOK
AGJKLLSØ;SLAGKJØL
AEILLSVV;SLAVELIV
GIILNNPS;SLIPNING
EEILNSSS;SLISSENE
ELMRSSUU;SLUSEMUR SURMULES
DEEEIMSS;SMEISEDE
KLMRSSÅØ;SMØRSKÅL
LMOSSTYØ;SMØYSTOL
ABDGMSYÅ;SMÅBYGDA
AFIKMSSÅ;SMÅFISKA
ADGMOSSÅ;SMÅGODSA
EHMOSSTÅ;SMÅHOSTE
EKMSSTYÅ;SMÅSKYET
AGINNPPS;SNAPPING
IKKNSSTY;SNIKSKYT
CEHINSST;SNITCHES
AEKNSSSU;SNUSESKA
AFJNNOSØ;SNØFJONA
EMNNSSUØ;SNØMUSEN
GLLOSTTØ;SOLGLØTT
ELOORRSS;SOLROSER
BENOOSYØ;SONOBØYE
ABGGPRSY;SPARBYGG
AIPSSTTØ;SPATIØST
EEEKKPST;SPEKKETE
EKKLMPSÅ;SPEKKMÅL
CEEENPRS;SPENCERE
EGIILPSS;SPISELIG
DEIIPSST;SPISETID
DOOPRSTT;SPOTTORD
BEPSTTYØ;SPYBØTTE
DGIPSSTY;SPYDIGST
AAGPSTTY;SPYGATTA
IKLLSSTØ;STILKLØS
FFILMOST;STOFFLIM
DERSTVØØ;STØVRØDE
HILSTTVÅ;STÅLHVIT
AALPSTTÅ;STÅPLATA
EGLMPSUU;SUMPUGLE
DNORRSUU;SURROUND
EEGGHSUV;SVEHUGGE
DEINSSVÆ;SVINESÆD
DIRSTVVØ;SVIVØRDT
BKLMOSSY;SYMBOLSK
EENNSSVY;SYNSEVNE
BDINSSVY;SYVBINDS
DEPRSVÆØ;SÆDPRØVE
ANNRSVÆØ;SØNNAVÆR
ELSSTTYØ;SØTSYLTE
AAFJKLTØ;TAKFJØLA
AHKLOSTW;TALKSHOW
AAAGNSTU;TANGAUSA
AEHLPPTØ;TAPPEHØL
AAEHNPPT;TAPPHANE
EEMPPSTØ;TEPPESØM
DIJSTTUV;TIDSTJUV
BEGORTTT;TOGBRETT
EKLLOOTV;TOLKELOV
ALLOSSTT;TOLLSATS
AMNOOPTY;TOPONYMA
BNOORTTV;TORVBOTN VONBROTT
KKOORSTV;TORVKOKS
AIORRTVV;TORVRIVA
AAEMMRRT;TRERAMMA
ELRSTTTÅ;TRESLÅTT
ELRSTYØØ;TRØYELØS
JKLMRTÅØ;TRÅMJØLK
EEKLTVVØ;TVEKLØVE
ILLMSTVÅ;TVILSMÅL
BEKKNTTY;TYKKBENT
EJKKLOTY;TYKKOLJE
DGHNNOTY;TYNNHOGD
ADKKOTYØ;TØYDOKKA
AFILLTYØ;TØYFILLA
EFKLTTYÅ;TÅKEFYLT
AGGNNRTÅ;TÅRNGANG
EGKKLLOU;UGLEKLOK
EGIIKLLU;ULIKELIG
AFKKLLRU;ULLFRAKK
EEHLLTTU;ULLHETTE
IKLLTTUV;ULLKVITT VILTLUKT
AEHLLUVY;ULVEHYLA
EEMRTTUU;UMUTERTE UTMURETE
EGILLMUÅ;UMÅLELIG
EGMNNUYØ;UNGMØYEN
EGNNTTUÅ;UNNGÅTTE
AKOPPTUV;UOPPVAKT
EGINRRRU;URRINGER
AEMRRRTU;URTARMER
EGGIILSU;USIGELIG
EKKLSTUU;USLUKKET
ABELTTTU;UTBETALT
BDDELTUØ;UTBLØDDE
BEKRTTUU;UTBRUKTE
DEEELLTU;UTELLEDE
AEFLTTUU;UTELUFTA
AGGIINTU;UTGIINGA
DEEEHTUV;UTHEVEDE
DEEHLTUU;UTHULEDE
EKRRTUUV;UTKURVER
ENPSTTUU;UTPUSTEN
DIRSTTTU;UTSTRIDT
AKKSTTUY;UTSTYKKA
ERSTTTUØ;UTSTØTER UTØRSTET
EEGSTTUU;UTSUGETE
EEGNTTTU;UTTEGNET
EGIITTUV;UVITTIGE
AEINNPPV;VANNPIPE
AEGNNNTV;VANNTEGN
AAKNNTVÅ;VANNTÅKA
AALLPRUV;VARPULLA
AAELLSSV;VASSELLA
AELNSSSV;VASSLENS
AEGINNVV;VAVINGEN VEVNINGA VINGAVEN
BBDEEISV;VEBBSIDE
DEEKMMOV;VEDKOMME
DEFFOSTV;VEDSTOFF
DEEGGLVØ;VEGGEDØL
EGGNPTVY;VEGGPYNT
BBEGSTUV;VEGSTUBB
EEGGOTTV;VEGTOGET
EEIIMNNV;VEIMINEN
AAEGILVV;VEIVALGA
EEKSTVVY;VESKETYV
AEEKTTVV;VETEVAKT
EGISTTTV;VETTIGST
EEHRSUVV;VEVERHUS
BEIILLRV;VILLBIER
GIILMNPV;VIMPLING
BEGGINVY;VINBYGGE
DEINTTTV;VINDTETT
DEINNRVV;VINDVERN
DEINNPVÅ;VINDÅPEN VINDÅPNE
EEINNNRV;VINNEREN VINNERNE
EINPRVVØ;VINPRØVE
EINNPRVÆ;VINPÆREN
BEIPPRUV;VIPPEBRU
EEILRRVV;VIRVLERE
DGIINNRV;VRIDNING
AENRTVVÆ;VÆRVANTE
AEIKKPVÅ;VÅKEPIKA
ELPRVYÅØ;VÅRPLØYE
ELPPRSVÅ;VÅRSLEPP
EMRRTVYÅ;VÅTMYRER
AEEKLNNW;WANKELEN WANKLENE
AABEINSW;WASABIEN
AEIMNTTW;WATTIMEN
AEEELRSW;WEASELER
EELRSSTW;WRESTLES
ELRRTTYÅ;YTTERLÅR
ADEMSTØØ;ØDEMATØS
DDEEHORØ;ØRHODEDE
EEELPRYØ;ØYEEPLER
AEKSVYÆØ;ØYEVÆSKA
EEGLLNYÅ;ÅLEYNGEL
LRSSTTUÅ;ÅRSSLUTT
AEGGJNSÅ;ÅSGJENGA
ADDEIIPR;ADIPIDER
AADJNTTU;ADJUTANT
AAIKKLSS;ALASKISK
AEGIMNNN;AMNINGEN MANINGEN
AEENNNPS;ANSPENNE SPANNENE
AAHLLMRU;ARMHULLA
AAELRRVÆ;ARVELÆRA
AEKKOPPS;ASKEKOPP OPPSKAKE
AAEKKSSU;ASKESKAU
AELSTTTÅ;ATTLÅSTE
AAAEKRUV;AUREVAKA
AIMOOTTU;AUTOTOMI
AEEENNVY;AVENYENE
ADDEEHUV;AVHUDEDE
AEKTTTUV;AVKUTTET
ADEELVVØ;AVLØVEDE
APSTTVYØ;AVSTØYPT
ABBGINTY;BABYTING
AABCEOPR;BACOPAER
AABDDERØ;BADEDØRA
AAABDEKR;BADEKARA
ABDJKRSÆ;BADSKJÆR
AABEKPPT;BAKTEPPA
AABGILLM;BALLMAGI
ABBDEINN;BANDBIEN
ABEEIRRR;BARRIERE
AABFGISS;BASISFAG
AABGGINU;BAUGINGA
BBDEERTY;BEBYRDET
BEEGJRTÆ;BEGJÆRET BEGJÆRTE
BEEKKLPØ;BEKKELØP
BEEEINNV;BENVEIEN
BEELLRRY;BERYLLER
BEERRSVÆ;BESVÆRER
BBEGNOTY;BETONGBY
BEEFFIKT;BIEFFEKT
ABBEILLT;BILBELTA
BFIILRTT;BILFRITT
BIIKLLST;BILSKILT
BEIINNOV;BIOVINEN
ABIINNPS;BISPINNA
ABDGGLMU;BLADMUGG
ABHLOOTV;BLOTHOVA
ABEKLPPY;BLYKAPPE
BELMORRÆ;BLÆREORM
BDEEGGLØ;BLØGGEDE
BBELNRUÅ;BLÅBRUNE BRUNBLÅE
BGLNNRÅØ;BLÅGRØNN GRØNNBLÅ
BELLSTYÅ;BLÅLYSET
BJKLRSÅØ;BLÅSKJØR
ABFGJLOØ;BOGFJØLA
BBEKORTÅ;BOKBÅTER
BEKKLOOS;BOKSKOLE SKOLEBOK
BGILLNOÅ;BOLIGLÅN
BEJLMOOR;BOMOLJER
BDFJLORØ;BORDFJØL
BKORRTTY;BORTRYKT
BENNOTTÅ;BOTNÅTEN NOTBÅTEN
BENNOOTV;BOTVONEN
AABFLLMR;BRAMFALL
BBDEINRÅ;BREIBÅND BÅNDBIER
ABFFKLRU;BRUKLAFF
BBEINNRU;BRUNBIEN
BEEGGNUY;BUGGYENE
ABINNUVÅ;BUNNIVÅA
BEGGLNNU;BUNNLEGG
BERSSTUU;BUSSRUTE RUTEBUSS
BEEJNNTY;BYJENTEN
BEIKKRRY;BYKIRKER
BEEEGNVY;BYVEGENE
ABGIJNSÆ;BÆSJINGA
BDEGGLNÅ;BÅNDLEGG
BEHSTTUÅ;BÅTHUSET
BERTTVYÅ;BÅTTYVER
AACEEGHN;CHAGAENE
ACEEGHRR;CHARGERE
CEHINNOS;CHINOSEN
CDEIIKLN;CIKLIDEN
CEELOOST;COOLESTE
ACLOSTTØ;CØLOSTAT
AABDDELM;DAMEBLAD
ADDEJMSU;DAMEDUSJ
ADEMMNNU;DAMEMUNN
ADEFFHNO;DANEHOFF
AAABDEST;DATABASE
ADDEIIMT;DIAMIDET
DFFIORSU;DIFFUSOR
DIIMORSS;DIMISSOR
DDEIIRTV;DIVIDERT
DDEEKKNO;DOKKENDE
ADMMNNOS;DOMSMANN
DDEEENRV;DREVENDE VEDDEREN VEDDERNE VEDRENDE
DGLMRTYÆ;DRYGMÆLT
DEJKTTUØ;DUEKJØTT
DDEEERTU;DUEREDET UTREDEDE
DDGINNRU;DUNDRING
DEEHKSUU;DUSKEHUE
DDEEINNV;DVINENDE VINDENDE
ADGIINNV;DVININGA VINDINGA
DEELPPSY;DYPPELSE
DDEGHLSØ;DØDSHELG
DDENNOSØ;DØDSONEN
DEGGNNSØ;DØGNSENG
ADDOPRSÅ;DÅPSORDA
DEEEFSST;EDFESTES
EEGGPRVØ;EGGPRØVE
EELLNNVØ;ELEVLØNN
EEMMSTTU;EMUSMETT
AEEFNNNT;ENFANTEN TANNFEEN
AEEKMNNN;ENKEMANN
EEELLMSU;ESELMULE
AAEFFGLT;FAGFELTA
AFGGNTTU;FAGTUNGT
AAFKLLSØ;FALLØKSA ØLFLASKA
ABBFKLNU;FANKLUBB
AEFFNTTU;FANTEFUT
AAFHRSSU;FARSHUSA
ADFJNPUV;FAVNDJUP
EEFILLRÆ;FEILLÆRE
EEFFIRTT;FETTFRIE
AAEFKKTT;FETTKAKA
AEFLTTTU;FETTLUTA UTFLATET
EFIIKNNV;FIKENVIN KNIVFINE
FIMNNTTU;FINNMUTT
DEEFINVV;FINVEVDE
EFIKKSVÅ;FISKEVÅK
EEFISTTT;FITTESTE STIFTETE
EEEFGJLT;FJELGETE
EFJLLMOT;FJELLMOT
EFJLLSTØ;FJELLSTØ FJELLØST
DEFJKRTÆ;FJÆRDEKT
DEEFJNRÆ;FJÆRENDE
AFJLRSUÆ;FJÆRLAUS FJÆRLUSA
FJKLSTYØ;FJØSLYKT
AFGGHLTU;FLATHUGG
AAFLPPRT;FLATRAPP
EEEFKKLT;FLEKKETE
AEFKKLLV;FLEKKLAV
AAFFILST;FLISFATA
EFGGILLS;FLISLEGG
BEFGLLOØ;FLOBØLGE
FGILNOPP;FLOPPING
EFKKLMUØ;FLUEMØKK MØKKFLUE
FLMOORTY;FLYMOTOR MOTORFLY
AFLMNNYØ;FLØYMANN
EFLLOTVÅ;FLÅTELOV LÅVELOFT
EFFGLORØ;FORFØLGE
FGGINORÅ;FORGÅING
EFINNNOR;FORINNEN INNENFOR
AFKKLOOR;FORLOKKA KORFOLKA
AFMNORRÆ;FORNÆRMA
AAFKKOPR;FORPAKKA
EFOOPRRS;FORPOSER
EFOOPRTT;FORPOTET
AFOORRTV;FORTORVA
AABFRTTY;FRABYTTA
AEFFMRRT;FREMFART
EEEFHRRS;FRESHERE
EFFIORRT;FRIERFOT
EEEFRRTØ;FRØETERE
EFIRRSSÅ;FRÅSSERI
EFGKMSUU;FUGESKUM
EFGLLTUÅ;FUGLELÅT GÅTEFULL
EFLLMTTU;FULLMETT
EFKRSYÆØ;FÆRØYSKE
EFGLLSYØ;FØLGELYS
EFLMMOSØ;FØLSOMME
EEFLRSØØ;FØRELØSE SØLEFØRE
EFFIMRTØ;FØRTIFEM
AAGILPPT;GALATIPP
ADEEGRRR;GARDERER GRADERER REGARDER
EGGIILNV;GEIVLING
EEEGGMNT;GEMENGET
EGLPRVÆØ;GEVÆRLØP
AFGGISST;GIFTGASS
FGIOPPST;GIFTSOPP SOPPGIFT
AEGGILLØ;GILAØGLE
GGILPSUV;GIPSGULV GULVGIPS
GIPSSTVØ;GIPSSTØV
EGGIJNNR;GJERNING
DEGJLSSØ;GJØDSLES
EEGGJLRØ;GJØGLERE
DEEGJNNØ;GJØNENDE
GGIILMNR;GLIMRING
GGILNTTØ;GLØTTING
EGGINNTT;GNETTING
ADDEGGOT;GODDAGET
DDEGOORT;GODORDET
DEGGIOOR;GORODEIG
EGGIMMNR;GREMMING
AEGNRRRØ;GRENRØRA
AGGIINPR;GRIPINGA
EEGMMORR;GROMMERE
BDGORRVØ;GROVBRØD
GGIKNNRØ;GRØNKING
DEEGPPRØ;GRØPPEDE
EGRRTYÅØ;GRÅTRØYE
DEEGHJMU;GUDEHJEM
GHLLSTUØ;GULLHØST
GKKLLORU;GULLKROK
GGILLNTU;GULLTING
AGLLRTUU;GULLURTA
GJKLRSUÆ;GULSKJÆR
ADDGLTTU;GUTTLADD
AGGINNTY;GYTNINGA TYNGINGA
ABBEGLSÅ;GÅSELABB
AEGLRSÅÅ;GÅSELÅRA
AAGHIIKT;HAIAKTIG
AHKLLRSÆ;HALSKLÆR
AAHLMNNV;HALVMANN
AAHLMTTV;HALVMATT HALVTAMT
AAHLLOSV;HALVSOLA
AHLLSTVÅ;HALVSÅLT
AADHNNPT;HANDPANT
AADHNPSÅ;HANDSÅPA
AEFHJNRÆ;HANEFJÆR
AGGHILNN;HANGLING
ACDEHORR;HARDCORE
ADEHJPUV;HAVDJUPE
BEEEFHIL;HEBEFILE
DEEHIMPÅ;HEIMEDÅP
DDEEHLTØ;HELTEDØD
DEEEHLNN;HENDELEN HENDLENE
DEEEHJNS;HESJENDE
EEEHNRTÆ;HETÆRENE
ABEHIIJN;HIJABIEN
EEEGHIJR;HIJEGERE
AGHIINSS;HISSINGA
AFFHIKST;HITSKAFF
DEFHMOOR;HODEFORM
AFFGHNOR;HOFFRANG
EGHIINNO;HOIINGEN
EFHILMOO;HOMOFILE
BEHNOORR;HONBORER
EHKNOPPU;HOPPUKEN
DDEEHLOV;HOVEDDEL
AAGHLLSU;HULLSAGA
AGGHLRUY;HULRYGGA
HILLSTTU;HULSLITT
BEHLLMOU;HUMLEBOL
AEGHHNSU;HUSHAGEN
EHMSSTTU;HUSSMETT
EHRRSTUU;HUSTRUER
BEHLSTÆØ;HÆLBØTES
AEHKRRVÆ;HÆRVERKA
AGHLPTÅØ;HØGPLATÅ
GHKPRSÅØ;HØGSPRÅK
EHILPPRØ;HØLPIPER
FHLSTTUØ;HØSTLUFT
AHKSSTYØ;HØSTSKYA
AHKSTTÅØ;HØSTTÅKA
AAHMSTYØ;HØYASTMA HØYMASTA
EEHSSTYØ;HØYETSES
AGHLUVYØ;HØYGULVA
AHKNNOYØ;HØYKANON
EHIRRVYØ;HØYREVRI HØYRIVER
DEHITTYØ;HØYTIDET
BEEHITTÅ;HÅBEITET
DDEHLNTÅ;HÅNDDELT
AADFHNTÅ;HÅNDFATA
DGHINTTÅ;HÅNDGITT
BEHLLORÅ;HÅRBOLLE
DEEHKKRÅ;HÅRDEKKE
EGHINNVÅ;HÅVINGEN
EEHIIJLT;IHJELTIE
DDEILNPÅ;ILDDÅPEN
DEIILLNP;ILDPILEN
AGIIMNRÆ;IMAGINÆR
AIILMPUV;IMPLUVIA
EIIJNRRU;INJURIER
BDDEINNO;INNBODDE
FILNNTTY;INNFLYTT
AEHINNNT;INNHENTA NIHANNET
EIJKNNPØ;INNKJØPE
EIKLNNVV;INNKVELV
EIMMNNRØ;INNRØMME
DDIKNNSU;INNSKUDD
EINNNPST;INNSPENT
DDEINNSY;INNSYDDE
EEINNSVV;INNVEVES VENNEVIS
IIKNNSTT;INSTINKT
EIKNOSSS;ISKOSSEN KOSSISEN
EHIOPSSY;ISOHYPSE
