AEILNRST;SITRALEN SNILEART TILRANES
ABJNNSUU;BUNNSJAU
BDERRRUØ;BURDØRER
BOPPSSTU;BUSSTOPP
AABFGGLY;BYFLAGGA
ABERRRTÆ;BÆRARTER
ABBEORRÆ;BÆREBROA
BDDENNUÅ;BÅNDDUEN
AACEGGHR;CHAGGAER
ACHILLMU;CHILLUMA
CGINNOOR;CROONING
DDJPRTUØ;DJUPRØDT
DDEHOOPR;DOPHODER
DFIRRRTØ;DRIFTRØR
BBDDEENU;DUBBENDE
ADFPTTUU;DUFTPUTA
ADJPSSUÅ;DUSJSÅPA
BDDELMYÅ;DYBDEMÅL
DDEEMMNØ;DØMMENDE
EEFFGGLO;EGGELOFF
EEEEKMNS;EKSEMENE
EEKLLLUV;ELEVKULL
EEEEILRV;ELVEEIER
DDEEENNV;ENDEVEND VENDENDE
EEENQRTU;ENQUETER
EEKLRRRÆ;ERKLÆRER
AAFNTTTV;FAVNTATT
FJLRSTØØ;FJØRLØST
FGIILNPP;FLIPPING
DEFORRRY;FORDYRER
AFFLLORY;FORFYLLA
AFOPRRRU;FORPURRA
AFFJLOTØ;FOTFJØLA
EFMORRRØ;FØRERROM
AFGGKLUU;GAUKFUGL
EEEEGMNR;GEMENERE
EFGITTTÅ;GIFTÅTET
DEEGGGIN;GIGGENDE
AEGGGIPS;GIPSEGGA
EEEGLNNN;GLENNENE
EEGGGLNU;GLUGGENE
GGIKKNNU;GNUKKING
EGGJRSSÅ;GRÅGJESS
ADGHSSUU;GUDSHUSA
AFFGGINU;GUFFINGA
BGIMMTUÅ;GUMMIBÅT
BEEGLTÅÅ;GÅTEBLÅE
AAEGHHSU;HAGEHUSA
AAHMMRTÅ;HAMMARTÅ
ADDEHNVV;HANDVEVD
AGHJKKUØ;HAUKGJØK
AABBHORV;HAVABBOR
AEHHISSU;HEISHUSA
EEEHHLNT;HELHETEN
EEHLLLNU;HELULLEN
EEHHNRRØ;HENHØRER
AHILTTTÅ;HITTLÅTA
FHJLTTUØ;HJULFØTT
AGHMMOOR;HOMOGRAM
EHKOOPPS;HOPPESKO
DEHHOSUV;HOVEDHUS
EHMMRSUU;HUMMUSER
AEHHSSTV;HVASSHET
BEHLLRYÆ;HYLLEBÆR
DHMOOPRY;HYPODROM
EGHINNNØ;HØNINGEN
BHKKLOYØ;HØYBLOKK
CEEHLLRÅ;HÅRCELLE
DEIIIORT;IDIOTIER
EIJNNNSØ;INNSJØEN
AGIINNNT;INNTAING TINNINGA
AAGILSSS;ISGLASSA
AJKMOTTT;JAKTTOMT
AAAIJPRT;JAPARTIA
EJJKLNRØ;JERNKJØL
EEEJKMMN;KJEMMENE
EKLLLMSØ;KLESMØLL
EEEKNNPP;KNEPPENE
EGKLOOOR;KOREOLOG
ABEKKKOV;KOVBAKKE
DEEEKRRR;KREDERER
DEEIKKKV;KVIKKEDE
AGGGILNU;LUGGINGA UGAGNLIG
BLLSTTYÅ;LYSBLÅTT
EELMSSSY;LYSMESSE
AELRRRVÆ;LÆRVARER
EEKLLMMÅ;MELKEMÅL
DEIJLMMÅ;MIDJEMÅL
EIIKKMMR;MIMIKKER
EGIIMMNN;MIMINGEN
JMNOORSÆ;MOSJONÆR
GGKLMTUU;MUGGLUKT
BGGIMTTY;MYGGBITT
AAKMMRRY;MYRMARKA
EFJKMRÅÆ;MÅKEFJÆR
AABBGINN;NABBINGA
AAEKKKMN;NAKKEKAM
BENNNTTU;NETTBUNN
AGGNNNOR;NOGGRANN
ENNNOTTØ;NOTTØNNE
AFMMNNOY;NYMFOMAN
EGINNNPY;NYPINGEN
DDENRSYY;NYRYDDES
EFFHOORS;OFFSHORE
BEMOTTTY;OMBYTTET
EGINOOOT;OOGONIET
ADEMMOPP;OPPDEMMA
ELOPPRRÆ;OPPLÆRER
KOOPPSTV;OPPVOKST
EFNOOORT;ORTOFONE OTOFONER
AEORRVVÆ;OVERVÆRA
AAGGIINP;PAGAIING
AAAELLPT;PALATALE
GILNOPYY;POLYGYNI
EMMOPPRU;PUMPEROM
BEGGPTYÅ;PÅBYGGET
JKNNPSÅØ;PÅSKJØNN
AAAGJLRU;RAJAUGLA
AADDRRUY;RAUDDYRA
AEEEPRRR;REPARERE
EEERRRTV;REVERTER TVERRERE
EGGLRSYY;RYGGELYS
DJKRRSÆØ;RØDSKJÆR
EFFMRRUØ;RØRMUFFE
AAAGKKST;SAGTAKKA
AHMNNOSW;SHOWMANN
EJORRRSØ;SJØORRER
AJRSTYØØ;SJØTRØYA
EEJKPPSS;SKJEPPES
DEEKSSSY;SKYSSEDE
GIKNSSSY;SKYSSING
AAGLLSSÅ;SLAGLÅSA
MOPPRSSØ;SMØRSOPP
FMRSSYÅØ;SMÅFRØYS
AHMOPPSÅ;SMÅHOPPA
ELMMSTÅÆ;SMÅMÆLTE
EIMNSSSÅ;SMÅNISSE
BKNOSSSU;SNUSBOKS
BNNRSSUU;SNUSBRUN
DEHNSYØØ;SNØHØYDE
AEHSSSTT;STASHEST
EESSSTTU;STUSSETE
DRSTTVØØ;STØVRØDT
GGIINNSV;SVINGING
AEEINSWZ;SWAZIENE
KKSTTVÅØ;SØKKVÅTT
ERRSSTØØ;SØRØSTRE
ACINOTTT;TACONITT
AADEKKKT;TAKDEKKA
AAAKKMRT;TAKKAMRA
DEEENNNT;TENNENDE
AAADHIMT;THAIDAMA
HIINNTTV;TINNHVIT
AEOPPPRT;TOPPREPA
DERRTTTÅ;TRÅDRETT
AEFFHTTØ;TØFFHETA
EEEHMMTU;UHEMMETE
AGGNTTUU;UNGGUTTA
EMPPSTUU;UTPUMPES
AELTTTUU;UUTTALTE
AAINNPPV;VANNPIPA
AAAGNNSV;VANNSAGA
AENNNVYØ;VANNØYNE
AAAMNNRV;VARAMANN
AAABDMRV;VARMBADA
AAKLSSVV;VASSKALV
AOPSSSTV;VASSPOST
EEGGGNSV;VEGGSENG
DDHINNUV;VINDHUND
AHORSVWÅ;VÅRSHOWA
ENNOORTW;WONTONER
AFGLORXY;XYLOGRAF
DGIKMNYY;YDMYKING
AEFGNOOZ;ZOOFAGEN
ABILLLRØ;ØLBRILLA
ELLNPSØØ;ØLPØLSEN
BENRRTÅÅ;ÅRBÅRENT
EGIRTTÅÅ;ÅTTEÅRIG
ADDIITTV;ADDITIVT DAVIDITT
ADDDEPRS;ADSPREDD
AAEGGGRT;AGGREGAT
ACHLRRSÆ;ARSCHLÆR
AABBDELL;BADEBALL
AAABDHKN;BAKHANDA
AAABMRTT;BARMATTA
BEEEKMMV;BEKVEMME
BDDEEENN;BENDENDE
BFGJTTUØ;BJUGFØTT
BIKKLOPP;BLIKKOPP
BBDLOSSU;BLODBUSS
BDDELOOP;BLODDOPE
AABKLPPY;BLYKAPPA
ABDDLLOY;BLYLODDA
BEHLRTÅÅ;BLÅHÅRET
BDGGORRÅ;BORGGÅRD
BEEFRRRØ;BREFØRER
BBFIINRU;BRUNFIBI
BGGHNNOU;BUNNHOGG
BEFSSSTU;BUSSFEST
ABBGGRTY;BYGGBART
BDGGJORY;BYGGJORD
BBDEINNÅ;BÅNDBIEN
BEHLTVVÅ;BÅTHVELV
AABJKTTÅ;BÅTJAKTA
CCEENORS;CROCSENE
AAADGMPS;DAMPSAGA
ADDEENNN;DANNENDE
AAADMNNT;DATAMANN
ADEGGHUU;DAUHUGGE
DEEEEGLR;DELEGERE LEGEEDER
DIIORTTT;DITROITT
AADHJPUV;DJUPHAVA HAVDJUPA
DFGGLLOU;DOGGFULL
BDIRTTTÅ;DRITTBÅT
DEERRRYØ;DYREØRER
ADDMMORØ;DØDROMMA
EEEKNSSS;EKSESSEN
DEEEEMNR;EMENDERE MENEDERE
BEEEENOR;ENEBOERE
EEEGINNN;ENINGENE
EEEENPST;EPENTESE
EEEINOPZ;EPIZOENE
EEEELPRT;EPLEETER EPLETEER
AACFIILS;FACIALIS
AFILLLTV;FALLVILT
EEFFMTTØ;FEMFØTTE
FFIILMOR;FILIFORM
EEEFGGJN;FJEGGENE
AEFFJNRÆ;FJÆRFANE
EFLLPPSY;FLYSLEPP
FLRSTTYY;FLYSTYRT
FHLLOTTY;FLYTHOLT
ADFLLLOT;FOLDTALL
EFFNOORR;FORENFOR
FKOPPRRØ;FORKRØPP
EFKKOOSS;FOSSKOKE
BDFORRUU;FURUBORD
AFFORSUU;FURUSOFA
EFGRRTYY;FYRGRYTE
FIMOOTTY;FYTOTOMI
BDDEFGYØ;FØDEBYGD
AEFLRRÅÅ;FÅRELÅRA
EFGGRRYÅ;FÅRERYGG
ADDFGRUU;GADDFURU
AEEGGGKU;GAUKEEGG
AAGGILLØ;GILAØGLA
DDEEEGJL;GJELDEDE
GGILMMNØ;GLØMMING
EFGLLLTU;GULLFELT
GJKLLPUØ;GULLKJØP
GLLOOTTU;GULLOTTO
DDGLLSUY;GULLSYDD
AGLLLTUV;GULLTAVL
EGLLLNUØ;GULLØLEN
AAEHHNNR;HANNHARE
AHRRRTUY;HARRYTUR
EGGHIINN;HENGIING HIGINGEN
AHILLPPU;HULLPIPA
DEHHLNUY;HUNDEHYL
DEHHNRUÅ;HUNDEHÅR
BDFHOORY;HYDROFOB
HILLSTTÆ;HÆLSLITT
EHHNORRØ;HØREHORN
HRRSTTÆØ;HØSTTRÆR
BEHNRYØØ;HØYBØREN
EEHHRTYØ;HØYHETER
EHKSTYYØ;HØYTYSKE
EHRSVYØØ;HØYVØRES
AEIJLLLO;ILLOJALE
IIKLNNNT;INNKLINT
AAFGIRRR;IRRFARGA
AEFJSSST;JASSFEST
EJKLOPPÅ;JÅLEKOPP
EEEEKNPR;KEEPEREN KEEPERNE
EFIKKKLM;KIMFLEKK
EJKKKLOR;KJELKROK
ADDDEEKL;KLADDEDE
EEEKKKNR;KNEKKERE
EKLNNNOO;KOLONNEN
FKKLORRÆ;KORKFLÆR
AAAKLLRV;KRAVALLA
HKLLRRÅØ;KRØLLHÅR
GIIKKNNV;KVIKNING KVINKING
BDGKSTYY;KYSTBYGD TYSKBYGD
AADLMNNN;LANDMANN
AAGHLUUV;LAUVHAUG
EFILLLRY;LEIRFYLL
DEELLPPY;LEPPELYD
AGIILNNN;LINNINGA
AACLOORV;LOCOVARA
BDELNYYØ;LYDBØYEN
GLNNRVØØ;LØVGRØNN
BDDLRRUÅ;LÅRBRUDD
AFLMMRUU;MALMFURU
AAGGLMMN;MALMGANG
AAGIMNNN;MANGANIN MANNINGA
AEJMNNNV;MANNJEVN
AAAKMSST;MATKASSA
AAEGMTTW;MEGAWATT
BEEILLLM;MELBILLE
DILMMTTÅ;MIDTMÅLT
DEIIMMTT;MIDTTIME
AIKKMMSS;MIKSMAKS MISKMASK
GGIILMNN;MINGLING
AMMNNOOT;MONOMANT
AELLLMSÅ;MÅLSELLA
AACGHINN;NACHINGA
AEMMNNNS;NAMSMENN
AAABDNTT;NATTBADA
AAMNTTTØ;NATTMØTA
DDDEGNOR;NEDGRODD
DDENRTYY;NYRYDDET
DFNRTTØØ;NØDTØRFT
EGINNNYØ;NØYINGEN ØYNINGEN
EGILNOOO;OOLOGIEN
BLOPPTYØ;OPPBLØYT
DOPPRTTÅ;OPPDRÅTT OPPTRÅDT
JKMOPPTU;OPPMJUKT
GINNOPPY;OPPNYING
ENNOOPPT;OPPONENT
EEMNOOOR;OROMOENE
AAALLPRT;PARTALLA TALLPARA
AGGIINNP;PIGNINGA PINGINGA
EHINNNPU;PINNHUEN
ABELLLOP;POLEBALL
LOOPPRTY;POLYTROP
IJNOOPSS;POSISJON
DEMMPSÅØ;PÅDØMMES
ELPPSSUÅ;PÅPLUSSE
GINPSTÅÅ;PÅSTÅING
AAEEQRRT;QATARERE
EEILQTTU;QUILTETE
AAACEMRT;RACEMATA
AAAFJKLR;RAJAFALK
AAELLRRR;RALLARER
DEHNNRØØ;RØDHØNEN
DERRTYØØ;RØDTRØYE TØRRØYDE
ABLMRRØØ;RØRMØBLA
FKLRTYYØ;RØYKFYLT
AAEHSSUU;SAUEHUSA
EKLPSSSØ;SEKSLØPS
GHIINPPS;SHIPPING
ADHNOSSW;SHOWDANS
DDDEIKLS;SIDKLEDD
EIIILMST;SIMILIET
JKPRSSÅØ;SJØSPRÅK
AHIKOSSW;SKISHOWA
FKLLMSUU;SKUMFULL
AFFMSTÅØ;SMÅTØFFA
BLOSTTTÅ;SOTBLÅTT
EEEPSTTT;SPETTETE
EOPRRSSS;SPROSSER
FILLLSTU;STILFULL
OOPPRSTT;STORTOPP
LLOSSTTÅ;STÅLSTOL
EFFLSSUØ;SUFFLØSE
EMNNOSYY;SYNONYME
LNSSTVØØ;SØVNLØST
AAAFKLTT;TAKFLATA
AAAKNNPT;TAKPANNA
EEPPTTYØ;TEPPETØY
GIIILNST;TILISING TILSIING
AAIKLLLT;TILKALLA
EIIMNNNT;TINNMINE
BBKLRTUU;TURKLUBB
EEEITTTV;TVEITETE
GGIINNTV;TVINGING
GGHNNTUY;TYNNHUGG
DDNNSTYÅ;TYNNSÅDD
EESSTTTY;TYSTESTE
EKRTTTUU;UKRUTTET
ELLLNSUÅ;ULLSÅLEN
EETTTUYØ;UTETØYET
EPSSTTUU;UTPUSSET
ENNTTTUY;UTTYNNET
BEKLRTUÜ;ÜBERKULT
AEGRRVVÆ;VAGVÆRER
AHNNOSVW;VANNSHOW
AAANTTUV;VANTTAUA
BERRVYÆØ;VÆRBØYER
DINRUVVÆ;VÆRVINDU
AADKRVVÅ;VÅRKVADA
EEFLNOOW;WOLOFENE
EERRSVVÆ;ÆRESVERV
ALSTTTUÆ;ÆTTLAUST
BELLLORØ;ØLBOLLER
ACCEELOR;ACCOLERE
AADDIITV;ADDITIVA
ACEFFHIN;AFFICHEN
AGGILLOO;ALGOLOGI
AEIPPTTT;APPETITT
AAAGLTTV;ATTVALGA VATTLAGA
AFOTTTUY;AUTOFYTT
AAEGSSSV;AVGASSES
AABBKLUY;BABYLUKA
AABBEKKO;BAKEBOKA
AAABLLST;BALLASTA
AABBCEKR;BAREBACK
BDDEEENÅ;BENÅDEDE BEÅNDEDE
ABDDDEIR;BIDRADDE
ABFFGIIN;BIFFINGA
BGIINNRÆ;BINÆRING
ABBKLLNÅ;BLÅBLANK
BBEKLLTÅ;BLÅBLEKT
ABFJLRÅÆ;BLÅFJÆRA
BDDEKLLÅ;BLÅKLEDD
BIOPRSSS;BORSPISS SPISSBOR
BGGHNOOT;BOTNHOGG
ABBRRTTY;BRYTBART
BBEIJLUY;BYJUBILE
BDERTTYY;BYTTEDYR
BEGGINNÆ;BÆGINGEN
AACEGGHN;CHAGGAEN
BCIIMORU;CIBORIUM
CKMOORTY;CYTOKROM
CELMRUUØ;CØRULEUM
AAADNNTV;DATANAVN
DEFJKKRÆ;DEKKFJÆR
DEEENOTX;DETOXENE
DGJLPTUU;DJUPGULT
DIRTTVVÅ;DRIVVÅTT
DDDEELOR;DRODLEDE
DDEEPPRY;DRYPPEDE
DFPRSTYY;DYPFRYST
DDGRTTÅØ;DØDGRÅTT
AADDKSSØ;DØDSSAKA
DDKSSTYØ;DØDSSYKT
AADMMRRØ;DØRRAMMA
ACCEEILS;ECCLESIA
EEGGGLTU;EGGEGULT
EEEGGHTT;EGGHETTE
EEGIINNN;EININGEN NEIINGEN
EEEMMPRY;EMPYEMER
EIIKOPSZ;EPIZOISK
DEEEORRR;ERODERER
EEEENRRT;ETERRENE TREENERE
EEFGGJLL;FJELLEGG
EEFJOTTT;FJOTTETE
DFJORTTÆ;FJÆRDOTT
AFHJRTTÆ;FJÆRHATT
FFJLOSTØ;FJØSLOFT
FJKRSTØØ;FJØSRØKT
EEEFLTTT;FLETTETE
AFHLOSWY;FLYSHOWA
ADFNOORZ;FORZANDO
EFFOORRS;FOSFORER
ABBFLOOT;FOTOLABB
EEEFMMRR;FREMMERE
FFILRSUU;FURUFLIS
AFGILLLO;GALLOFIL
FFGILLTU;GIFTFULL
FGGIISTT;GIFTIGST
AFGGGILR;GIRFLAGG
AAEGIVWY;GIVEAWAY
AAGJKRRÆ;GJÆRKARA
AGHLSSSU;GLASSHUS
AAFGGLLO;GOLFLAGA
DDGRRSYÅ;GÅRDSDYR
AAAHINNT;HAITANNA
AABCFHKL;HALFBACK
AADEHHNV;HANDHEVA
AADHHRSU;HARDHAUS
EHHILTTV;HELHVITT
DEEHRRRY;HERREDYR HYDRERER
HNOORRTÆ;HONORÆRT
EFHJOPPS;HOPPSJEF
AHKOOPPS;HOPPSKOA
EHMMNSUU;HUMMUSEN
AHHIRTVÅ;HVITHÅRA
BDEGGHYØ;HØGBYGDE
EHRTVYØØ;HØYVØRTE
DEIIINOT;IDIOTIEN
DDFIINNR;INNFRIDD
AABBGIJN;JABBINGA
AAADJLMR;JAMALDRA
BBEGHJLO;JOBBHELG
EEJKLLUU;JULEKULE
DDEJLLOU;JULELODD
EHJLOSUW;JULESHOW
AAAEFKKT;KAKEFATA
ACGIIKKN;KICKINGA
AHIKKKLO;KIKKHOLA
EEJKKKST;KJEKKEST
EEEJKMMT;KJEMMETE
EEEJKNPP;KJEPPENE
EJKRTYØØ;KJØRETØY
EEJKTTTØ;KJØTTETE
AKKKLMOU;KLOAKKUM KUMLOKKA
AKKKLMSØ;KLØKKSAM
ABKKKOSU;KOKABUSK
AAAKMRRV;KRAMVARA
EEEKMRRR;KREMERER
IKRSSSVY;KRYSSVIS
AKSSTTTY;KYSTSTAT
AAAGLNNV;LAGNAVNA VANNLAGA
AAGILLLN;LALLINGA
EELLTTTØ;LETTØLET ØLTELTET
EEELTTVV;LEVEVETT
CEHIILNN;LICHENIN
DDEGIILL;LIDDELIG
FFJLRTUØ;LUFTFJØR
FFKLLOTU;LUFTFOLK
AADDLLNY;LYDLANDA
DEKKLRYY;LYKKEDYR
JKLRSSYÆ;LYSSKJÆR
ELLPRRÆØ;LÆRLØPER
EHJLLPUØ;LØPEHJUL
EELLNVØØ;LØVLØENE
EIIKKMMN;MIMIKKEN
DGGJLMOØ;MJØLDOGG
KLMSSUUØ;MUSKULØS
DKMRRTØØ;MØRKRØDT
BEJKMSÅÆ;MÅKEBÆSJ
AELLLMTÅ;MÅLETALL
AAGINNNV;NAVNINGA VANNINGA
DEEEMMNN;NEMMENDE
DEGIIINS;NISIDIGE
ANNNOTTØ;NOTTØNNA
DDEEMOOP;OMPODEDE
BDEOPPYØ;OPPBØYDE
ELOOPPTT;OPPLOTET
AAKKOPPS;OPPSKAKA
KLLOPPSY;OPPSKYLL
KKOPPSTY;OPPSTYKK
EENOORRZ;OZONERER
AEIINNNP;PANINIEN
AAAEPPRT;PARAPETA
EEENNNPR;PERENNEN
EGIINNPP;PIPINGEN
DEIOOPPV;POPVIDEO
AILPPPRS;PRISLAPP
EHPPRSUU;PUSHUPER
ABILLLRY;RALLYBIL
EEEFRRRT;REFERERT
EEEIRRRV;REVIERER
EEIIMRRR;RIMERIER
DDMOORTY;ROMTODDY
GGHJLRUY;RYGGHJUL
EGGKRSYY;RYGGSYKE
AFMORRRØ;RØRFORMA
EGRRRSSØ;RØRGRESS
AFFMRRUØ;RØRMUFFA
KLRRSYØØ;RØYKSLØR
BEEGRRRÅ;RÅBERGER
EFFHLSSU;SHUFFLES
CDEIIKKS;SIDEKICK
DDDEEILS;SIDELEDD
DEIIRSSS;SIDERISS
GGGILNSU;SLUGGING
EMRRSYØØ;SMØRØYER
BDDLMSÅØ;SMÅBLØDD
DMPPRSYÅ;SMÅDRYPP
GMSSTTYÅ;SMÅSTYGT
ELNSSYØØ;SNØLØYSE
AAANNSTT;STANNATA
GIINNNST;STINNING
MRSSSTUØ;STRØMSUS
DESSTTTØ;STØTSTED
ALLNSTÅÅ;STÅLNÅLA
EEENNNSV;SVENNENE
AKLSSSVY;SYLKVASS
ELSTTYYØ;SYLTETØY
ENSSSTTY;SYNSTEST
LLSSTVÅØ;SØLVSTÅL
JLSTUVVØ;SØLVTJUV
AAAKLPTT;TAKPLATA
EFFJLMTØ;TEFFMJØL
EEHLLLTU;TELEHULL
EEERRTTT;TRETTERE
FGNTTTUØ;TUNGFØTT
AKKKSTUY;TYKKSKAU
EKLTTVYY;TYVELYKT
EEHKTTTÅ;TÅKETHET
DDEEEMPU;UDEMPEDE
BDDINNUY;UINNBYDD
EEHLLUUV;ULVEHULE
DDFLNNUY;UNNFLYDD
ELSTTTUU;USLUTTET UTSLUTTE UTSULTET
AALPTTTU;UTPLATTA
ADDFSSVØ;VASSFØDD
AALSSSTV;VASSLAST
GGIILNNV;VINGLING
DEIIRRVV;VIVERRID
EGINNNVÅ;VÅNINGEN
DDGORRVÅ;VÅRGRODD
EGORRRVÅ;VÅRGROER
ADEENPPW;WAPPENDE
ABIRSSSÅ;ÅRSBASIS
AELLTTTÅ;ÅTTETALL
ACFKOORR;AFROROCK
AEEGGGRR;AGGREGER
AACDGIIL;ALGICIDA
AAAKKLMN;ALMANAKK
AAEKKTTT;ATTAKKET
ABFIIOOV;AVIOFOBI
AAISSSTV;AVISSATS
ABBKLRYÆ;BABYKLÆR
ABBKKOSY;BABYSOKK
AAABKKNS;BANKSAKA
AABGINNN;BANNINGA
AAABKMRR;BARMARKA
AAABSTTU;BASTTAUA
BBEEGGRY;BEBYGGER
BCEEELLN;BENCELLE
BCGHIINT;BITCHING
BEEIITTT;BITETIET
ABDDLOOP;BLODDOPA
BDJLLMOØ;BLODMJØL
BBELRTÅÆ;BLÅBÆRET
ABEKKKOP;BOKPAKKE
BEEEFFNU;BUFFEENE
BGJNNRUÆ;BUNNGJÆR
BENNNTUÅ;BUNNÅTEN
BGLSSUUV;BUSSGULV
BENSSSUY;BYSSUSEN
ABBERRUÆ;BÆREBRUA
AABBDLTÅ;BÅTBLADA
ACCENRSØ;CANCERØS
ACENNORZ;CANZONER
CEEHOPPR;CHOPPERE
CGILMNUU;CINGULUM
CGILOOTY;CYTOLOGI
AABDGGMY;DAMBYGGA
AAADLRTÆ;DATALÆRA
AADDGGNU;DAUDGANG
ADDEGHUU;DAUHUGDE
ADGGGINO;DOGGINGA
DDEEFFNU;DUFFENDE
AABDDJSU;DUSJBADA
EEGGGRTØ;EGGEGRØT
EEGGINNN;EGNINGEN
EEEELNPT;EPLETEEN
AAAFNNRV;FARVANNA
AAADFSTT;FASTDATA
FGGIJNNO;FJOGNING FJONGING
EFJRTTTØ;FJØRTETT
FJOPPRTØ;FJØRTOPP
ADFJRSØØ;FJØSDØRA
FIILLOSS;FLISSILO
EFLLRRYÆ;FLYLÆRER
AAFHKKLÅ;FLÅHAKKA
EFFJKLTÅ;FLÅKJEFT
AAFFLLOR;FORFALLA
FLORRVVØ;FORVRØVL
EFGOTTTÅ;FOTGÅTTE
AFFIMRRÅ;FRAMIFRÅ
AFGRRTYY;FYRGRYTA
AFFGOTTY;FYTOFAGT
AAFGLMMY;GAMMAFLY
EGGGIRTY;GEITRYGG
EEEGJMMN;GJEMMENE
EGGIJMMN;GJEMMING
EGIJNNNV;GJENVINN
EGGGLSTØ;GLØGGEST
DGGJOORT;GODGJORT
AAADGGRS;GRADSAGA
AAGGGNRS;GRASGANG
AAADGRRV;GRAVRADA
EGLLLTUØ;GULLØLET
AABGGHLY;HAGLBYGA
AADEHRRW;HARDWARE
AEHHNNRÅ;HENNAHÅR
BDDEHOYØ;HODEBØYD
EFFHMNNO;HOFFMENN
EGHJKMUU;HUGMJUKE
AHOPRRRU;HURRAROP
AAHJLLOV;HVALOLJA
EHLSSTØØ;HØSTSØLE
EEHHIRYØ;HØYHEIER
EEHHNTYØ;HØYHETEN
EHMNTYØØ;HØYMØNET
DHJKNPÅØ;HÅNDKJØP
AEHRRRVÅ;HÅRVARER
IINNNRTV;INNVINTR
AAAEJPRV;JAVAAPER
AABBJKOS;JOBBSAKA
AEEEKKKS;KAKEESKE
AKKLLSSÅ;KALKSLÅS
EHIKLLLU;KILEHULL
IIKKMRSÆ;KIMÆRISK
AGIIKNNN;KINNINGA
EGGJKLLØ;KJØLLEGG
EEJKRRRØ;KJØRRERE
AIKKLSSS;KLASSISK
EKKKLOSÅ;KLOKKEÅS
GIKKKLNØ;KLØKKING
EGIKKKNN;KNEKKING
CGIKKNNO;KNOCKING
KKOORRTT;KORTKORT
EEEKRRRV;KREVERER
GKLNOOOR;KRONOLOG
KNORRRTÆ;KRONTRÆR
AAKKKLOS;LAKKSKOA
AFLPPRUU;LAPPFURU
ABDDDELN;LEDDBAND
DEEEEGLN;LEGEEDEN
EGGIILLV;LIGGELIV
EILLLNNU;LINULLEN
AELLMMOO;LOMMELOA
BEILLLSY;LYSBILLE
AELPRRRÆ;LÆRERPAR
EJKLPSØØ;LØSKJØPE
AAAIKMSS;MAISAKSA
ABKKKMOS;MAKKBOKS
EMMOOSST;MESOSOMT
AIIIKMNS;MINISKIA
EIMMSSTÆ;MISMÆTES
AIMMNNOO;MONOMANI
EEMMNNOO;MONOMENE
ELMMOTTÆ;MOTMÆLET
AINNNOVÅ;NANONIVÅ
AAJKNTTT;NATTJAKT
ADDDENRY;NYDRADDE
DELNPYYØ;NYPLØYDE
BKLLOOSÅ;OLSOKBÅL
CEOORTTY;OOCYTTER
BLOPPTTØ;OPPBLØTT
AAKLLOPP;OPPKALLA
AANNOPPV;OPPNAVNA
EORRTVVÆ;OVERVÆRT
ACDIIPRR;PARRICID
GGIINNPS;PINGSING
EEELPTTT;PLETTETE
AAGGLLOP;PLOGLAGA
LPSSTUUØ;PUSTULØS
ALPPSSUÅ;PÅPLUSSA
AAAKKPRS;RAPSKAKA
DEERRRTÆ;REDETRÆR
DEEEGRRR;REGREDER
ACHIKRSW;RICKSHAW
EEIIRRRV;RIVERIER
DGGHNRUU;RUNDHUGG
AGGGINRY;RYGGINGA
ADRRTYØØ;RØDTRØYA
BERRRTTØ;RØRBRETT
AAAMNNSV;SAMNAVNA
JKKLLOSØ;SJØLKLOK
DGJLNSØØ;SJØLNØGD
AAKMSSUU;SKAUMUSA
EKKKRSSU;SKRUKKES
KKKMOSTU;SKUMKOKT
DEEKKKSY;SKYDEKKE
ABBKLLSÅ;SKÅLLABB
LMSSTTUU;SLUTTSUM
GILNSSSÅ;SLÅSSING
EKKMMSUÅ;SMÅMUKKE
EMRRRSÅØ;SMÅRØRER
MRSTTTÅØ;SMÅTRØTT
FFLOSSTØ;STOFFLØS
EEJSSTTÆ;STÆSJETE
ELSSTTTÅ;STÅLSETT
AFFLSSUØ;SUFFLØSA
CELNSSUU;SULCUSEN
AEHPPSUU;SUPPEHUA
AMNNOSYY;SYNONYMA
DDEPRSÅÆ;SÆDDRÅPE
AKLSSVØØ;SØLVØKSA
AIIMNNNT;TINNMINA
ILRTTTUÆ;TITULÆRT
EERRRTTÅ;TRETÅRER
IILPRTTT;TRIPLITT
EKKKLMTY;TYKKMELK
FFNORTUU;UFORNUFT
EEEMMTTU;UTEMMETE
ESSTTTUØ;UTSTØTES
AAAKKNTV;VANTAKKA
AAGRSSSV;VASSGRAS
EEEEGRTV;VEGETERE
EELRRVVÆ;VELVÆRER
GIJLLRVÆ;VILLGJÆR
GIIMMNUV;VINGUMMI
AALRTVVÆ;VÆRTAVLA
AAJKKRVÅ;VÅRJAKKA
ABBEGINW;WEBBINGA
AEINPPTX;XANTIPPE
ADEENPPZ;ZAPPENDE
DEELTTTÆ;ÆTTLEDET
BELLLNOØ;ØLBOLLEN
EEHLNNØØ;ØLHØNENE
AEFKRRÅÅ;ÅKERFÅRA
AAAKLLMT;ALLMAKTA
AINTTTUU;AUTUNITT
AAAIKSSV;AVISSAKA
AAAKLLSV;AVSKALLA
ABBOTTVY;BABYVOTT
AABEKKPP;BAKKAPPE
AAABKLMP;BAKLAMPA
AABKKLLØ;BALLØKKA
AABBSSTU;BASSTUBA
ABDDDEER;BEDRADDE
ABBLLTUY;BLAUTBLY
